,Title,Image,Total Time,Yields,Ingredients,Instructions
4,Pineapple Upside-Down Cake,https://images.media-allrecipes.com/userphotos/250x250/979091.jpg,55,12 serving(s),"['2 tablespoons butter', '1/2 cup SPLENDA® Brown Sugar Blend', '1 (15.25 ounce) can pineapple slices, drained well', '8 maraschino cherries, drained', '2 tablespoons chopped pecans', '2 1/4 cups sifted cake flour', '2/3 cup SPLENDA® Sugar Blend', '1 1/2 teaspoons baking powder', '1/4 teaspoon baking soda', '1/4 teaspoon salt', '1/2 cup butter, softened', '3/4 cup nonfat buttermilk', '3/4 cup egg substitute', '1 teaspoon vanilla extract']","Preheat oven to 350 degrees F.
Melt butter in a 10-inch cast iron skillet or a 10-inch cake pan with 2-inch sides; sprinkle with 1/2 cup SPLENDA(R) Brown Sugar Blend. Spread mixture evenly in pan. Arrange pineapple and cherries over SPLENDA(R) Brown Sugar Blend mixture; sprinkle with pecans. Set aside.
Combine flour, SPLENDA(R) Sugar Blend for Baking, baking powder, baking soda and salt in a large mixing bowl. Cut butter into flour mixture with a pastry blender until crumbly. (This procedure may be done with a mixer at the lowest speed).
Stir together buttermilk, egg substitute and vanilla in a small mixing bowl; add 1/3 of the buttermilk mixture to flour mixture. Beat at low speed of an electric mixer until blended. Beat at medium speed for 30 seconds or until batter is smooth, stopping to scrape down sides of the bowl. Repeat procedure with next 1/3 of the buttermilk mixture. Add remaining buttermilk mixture; beat for 30 seconds or until mixture is smooth. Spoon batter into prepared pan.
Bake for 35 to 40 minutes or until a toothpick inserted in center comes out clean. Cool in pan on a wire rack 5 minutes; invert onto plate. Serve warm or at room temperature."
5,Pecan Pie,https://images.media-allrecipes.com/userphotos/250x250/983047.jpg,60,8 serving(s),"['3 large eggs, lightly beaten', '3/4 cup SPLENDA® Brown Sugar Blend, firmly packed', '3/4 cup light corn syrup', '2 tablespoons butter, melted', '1 teaspoon vanilla extract', '1 1/2 cups pecan halves', '1 (9 inch) unbaked pastry shell']","Preheat oven to 350 degrees F.
Combine eggs, SPLENDA(r) Brown Sugar Blend, corn syrup, butter and vanilla, mixing until blended; stir in pecan halves. Pour filling into pastry shell.
Bake for 50 minutes or until a knife inserted near center comes out clean.
Cool on a wire rack. Serve warm."
6,Cinnamon-Pecan Monkey Bread,https://images.media-allrecipes.com/userphotos/250x250/992257.jpg,95,18 serving(s),"['1/2 (3 pound) package frozen roll dough, thawed', '1/4 cup chopped pecans', '2 tablespoons butter', '1/4 cup SPLENDA® Brown Sugar Blend', '1/4 teaspoon ground cinnamon', '1/3 cup SPLENDA® Brown Sugar Blend', '1/4 teaspoon ground cinnamon', '3 tablespoons butter, melted']","Spray a 12-cup Bundt pan with vegetable cooking spray. Sprinkle pecans in bottom of pan; set aside.
Combine 2 tablespoons butter, 1/4 cup SPLENDA(R) Brown Sugar Blend and 1/4 teaspoon cinnamon in a small saucepan; cook over low heat, stirring constantly until blended; pour mixture over pecans. Set aside.
Combine 1/3 cup SPLENDA(R) Brown Sugar Blend and 1/4 teaspoon cinnamon in a small bowl; set aside.
Cut each roll into half; dip tops of balls into melted butter and then into SPLENDA(R) Brown Sugar Blend mixture. Place in prepared pan. (At this point Monkey Bread may be covered and stored in the refrigerator 8 hours or overnight or proceed as directed). Cover and let rise in a warm place, free from drafts, 50 minutes or until doubled in bulk.
Preheat oven to 350 degrees F about 10 minutes prior to baking. Bake 25 to 30 minutes or until bread sounds hollow when tapped. Remove from pan; cool on a wire rack. Serve warm."
7,Caramel Sticky Buns,https://images.media-allrecipes.com/userphotos/250x250/983569.jpg,560,27 serving(s),"['Rolls:', '1 cup water', '1/2 cup butter', '1 (.25 ounce) envelope active dry yeast', '1/2 cup warm water (100 to 110 degrees)', '2 large eggs', '1/4 cup SPLENDA® Sugar Blend', '1 1/4 teaspoons salt', '5 cups all-purpose flour', '1 cup chopped pecans', '1/4 cup butter, melted', '1 cup SPLENDA® Brown Sugar Blend', '1 teaspoon ground cinnamon', 'Caramel Sauce:', '1/3 cup butter', '3 tablespoons 2% reduced-fat milk', '2 tablespoons light corn syrup', '3/4 cup SPLENDA® Brown Sugar Blend']","Bring water to a boil in a small saucepan; remove from heat and add butter, stirring until butter melts. Let stand until mixture cools (about 20 minutes).
Combine yeast and warm water in a glass measuring cup; let mixture stand 5 minutes.
Beat eggs at medium speed using a heavy-duty stand mixer; add SPLENDA(R) Sugar Blend and salt, beating until blended. Add yeast mixture and butter mixture, beating on low speed until blended. Gradually add flour, beating until blended.
Turn dough out onto a well-floured surface, and knead until smooth and elastic (about 5 minutes). Place in a well greased bowl, turning to grease top. Cover and chill dough 8 hours or up to 3 days.
Prepare Caramel Sauce and immediately pour into 3 lightly greased 8-inch round or square cake pans. Sprinkle each pan with 1/3 cup pecans.
Punch dough down and divide into 3 equal portions. Roll one portion of dough into a 12- x 10- inch rectangle. Brush with melted butter.
Combine 1 cup SPLENDA(r) Brown Sugar Blend and cinnamon; sprinkle 1/3 cup mixture over each rectangle. Roll up starting at long edge; pinch edges to seal. Cut log into 9 slices. Arrange slices cut-side down over Caramel Sauce. Repeat procedure with remaining dough.
Cover and let rise in a warm place (85 degrees ), free from drafts, 30 minutes or until doubled in bulk.
Preheat oven to 375 degrees F.
Bake for 20 minutes or until golden. Cool on a wire rack 5 minutes. Invert onto serving plate.
Sauce Directions: COMBINE butter, milk, corn syrup and SPLENDA(r) Brown Sugar Blend in a small saucepan. Cook over low heat, stirring constantly until SPLENDA(r) Brown Sugar Blend dissolves. Bring mixture to a boil over medium-high heat; boil 1 minute."
8,Basic Oatmeal,https://images.media-allrecipes.com/userphotos/250x250/986194.jpg,10,1 serving(s),"['1 cup water', '1/2 cup old-fashioned oats', '1 dash salt (optional)']","Bring water to a boil in a small saucepan. Stir in oats and salt. Cook, stirring occasionally, over medium heat 5 minutes. Serve with toppings, if desired."
9,Apple Pie Oatmeal,https://images.media-allrecipes.com/userphotos/250x250/984319.jpg,10,1 serving(s),"['1 cup water', '1/2 cup old-fashioned oats', '1 dash salt (optional)', 'Apple Pie Topping:', '2 teaspoons SPLENDA® Brown Sugar Blend', '1 tablespoon chopped apple', '1 dash apple pie spice']","Stovetop Directions: Bring water to a boil in a small saucepan. Stir in oats and salt. Cook, stirring occasionally, over medium heat 5 minutes.
Microwave Directions: Combine water, oats, and salt in a microwave-safe bowl. Cover tightly with heavy-duty plastic wrap; fold back a small edge to allow steam to escape. Microwave on HIGH 2 1/2 to 3 minutes; stir well.
Top oatmeal with SPLENDA(R) Brown Sugar Blend, chopped apple and spice."
10,Winter White Hot Chocolate,https://images.media-allrecipes.com/userphotos/250x250/986868.jpg,10,4 serving(s),"['2 cups fat free half-and-half', '2 cups fat-free milk', '3/4 cup Nestle® Toll House® Premier white morsels', '1/4 cup SPLENDA® No Calorie Sweetener, Granulated', '1 teaspoon vanilla extract (optional)', 'Garnishes: fat-free frozen whipped topping, thawed; crushed peppermint candies']","Bring half-and-half and milk to a boil over medium-high heat; add white chocolate morsels and SPLENDA(R) Granulated Sweetener, stirring until morsels melt. Stir in vanilla. Garnish, if desired."
11,Peach Flavored Green Tea Punch,https://images.media-allrecipes.com/userphotos/250x250/992868.jpg,130,8 serving(s),"['6 cups boiling water', '6 peach-flavored green tea bags', '3 orange-spice flavored tea bags', '2/3 cup SPLENDA® No Calorie Sweetener, Granulated', '2 tablespoons fresh lemon juice', '2 cups peach juice or peach nectar']","Pour boiling water over tea bags; cover and steep 5 minutes. Remove tea bags, squeezing gently.
Stir in SPLENDA(R) Granulated Sweetener, lemon juice, and peach juice. Cover and chill 2 hours. Serve over ice, if desired."
12,KOOL-AID® Strawberry Smoothie,https://images.media-allrecipes.com/userphotos/250x250/982322.jpg,10,3 serving(s),"['2 cups unsweetened frozen strawberries', '1 cup 1% low-fat milk', '1 cup plain nonfat yogurt', '1/2 cup SPLENDA® No Calorie Sweetener, Granulated', '1 (0.13 ounce) package KOOL-AID® Strawberry Flavor Unsweetened Soft Drink Mix']","Process strawberries, milk, yogurt, SPLENDA(R) Granulated Sweetener, and KOOL-AID(R) Soft Drink Mix in a blender until smooth, stopping to scrape down sides. Serve immediately."
13,Hot Spiced Tea,https://images.media-allrecipes.com/userphotos/250x250/987247.jpg,10,1 serving(s),"['1 cup water', '1 regular-size tea bag', '1/2 cinnamon stick', '4 whole cloves', '3 packets SPLENDA® No Calorie Sweetener', '1 tablespoon fresh orange juice', '1 teaspoon fresh lemon juice', 'Lemon and orange slices (Optional Garnishes)']","Bring water to a boil. Pour over tea bag, cinnamon stick and cloves in a teapot; cover and steep 5 minutes. Remove tea bag, squeezing gently. Stir SPLENDA(R) Granulated Sweetener, orange juice and lemon juice into tea. Pour tea through a wire-mesh strainer into cups, discarding spices.
To make 4 servings: Bring 4 cups water to a boil. Pour over 3 regular-size tea bags, 2 cinnamon sticks, and 1/2 teaspoon whole cloves in a teapot; cover and steep 5 minutes. Remove tea bags, squeezing gently. Stir 12 packets SPLENDA(R) Granulated Sweetener, 1/4 cup orange juice and 1 1/2 teaspoons fresh lemon juice into tea. Pour tea through a wire-mesh strainer into cups, discarding spices."
14,White Hot Vanilla,https://images.media-allrecipes.com/userphotos/250x250/983848.jpg,12,1 serving(s),"['3/4 cup skim milk', '2 teaspoons SPLENDA® No Calorie Sweetener, Granulated', '1/4 teaspoon vanilla extract']",Heat milk to just below boiling point; stir in SPLENDA(R) Granulated Sweetener and vanilla. Serve immediately.
15,Lemon Lime KOOL-AID® Milk Shake,https://images.media-allrecipes.com/userphotos/250x250/986140.jpg,5,3 serving(s),"['1 pint no-sugar-added light vanilla ice cream', '1 cup 1% low-fat milk', '1/4 cup SPLENDA® No Calorie Sweetener, Granulated', '1 (0.13 ounce) package KOOL-AID® Unsweetened Lemon-Lime Flavored Drink Mix']","Process ice cream, milk, SPLENDA(R) Granulated Sweetener, and KOOL-AID(r) Soft Drink Mix in a blender until smooth, stopping to scrape down sides. Serve immediately."
16,Citrus-Mint Tea,https://images.media-allrecipes.com/userphotos/250x250/985369.jpg,10,10 serving(s),"['2 cups boiling water', '5 regular-size tea bags', '1/2 cup loosely packed fresh mint leaves', '1 cup SPLENDA® No Calorie Sweetener, Granulated', '6 cups water', '1/3 cup fresh lemon juice', '1 cup fresh orange juice', 'Garnish: lemon slices, orange slices, fresh mint sprigs']","Pour boiling water over tea bags and mint leaves; cover and steep 5 minutes. Remove tea bags and mint, squeezing gently. Stir in SPLENDA(R) Granulated Sweetener and remaining ingredients. Serve over ice. Garnish with lemon slices, orange slices and fresh mint sprigs."
17,Fizzy Lemonade,https://images.media-allrecipes.com/userphotos/250x250/985743.jpg,5,8 serving(s),"['1 cup SPLENDA® No Calorie Sweetener, Granulated', '1 (0.13 ounce) package KOOL-AID® Lemonade Flavor Unsweetened Soft Drink Mix', '1 (2 liter) bottle club soda, chilled', 'Lemon slices (optional garnish)']","Combine SPLENDA(R) Granulated Sweetener, KOOL-AID(r) Soft Drink Mix, and club soda in a pitcher, stirring until SPLENDA(R) Granulated Sweetener dissolves. Serve immediately over ice. Garnish, if desired."
18,Cantaloupe Aqua Fresca,https://images.media-allrecipes.com/userphotos/250x250/984615.jpg,10,6 serving(s),"['1/2 cantaloupe, peeled, seeded, and cubed', '4 cups water, divided', '1/3 cup SPLENDA® No Calorie Sweetener, Granulated', '2 tablespoons fresh lime juice', 'Optional garnishes: cantaloupe wedges, lime slices']","Process cantaloupe and 1 cup water in a blender just long enough to make a coarse pulp; pour into a large pitcher. Add remaining 3 cups water, SPLENDA(R) Granulated Sweetener, and lime juice, stirring until sweetener dissolves. Serve over crushed ice. Garnish, if desired."
19,Berry Strawberry Punch,https://images.media-allrecipes.com/userphotos/250x250/992869.jpg,15,12 serving(s),"['1 (.14 ounce) package unsweetened strawberry-flavored drink mix', '3/4 cup SPLENDA® No Calorie Sweetener, Granulated', '3 cups pineapple juice', '1/2 cup fresh lemon juice', '7 cups water', '2 cups sliced fresh strawberries']",Stir together all ingredients. Cover and chill. Serve over ice.
20,Iced Latte,https://images.media-allrecipes.com/userphotos/250x250/984260.jpg,250,5 serving(s),"['1 cup boiling water', '4 teaspoons instant espresso granules', '1/3 cup SPLENDA® No Calorie Sweetener, Granulated', '2 cups fat free half-and-half', '2 cups 2% reduced-fat milk']","Pour boiling water over instant espresso granules stirring until granules dissolve. Add SPLENDA(R) Granulated Sweetener and remaining ingredients, stirring well.
Chill 4 hours or overnight. Serve over ice."
21,Berry Simple Smoothie,https://images.media-allrecipes.com/userphotos/250x250/985439.jpg,5,3 serving(s),"['2 cups frozen unsweetened whole strawberries', '1 cup plain fat-free yogurt', '1/2 cup lite cranberry juice', '1/4 cup SPLENDA® No Calorie Sweetener, Granulated']","Combine strawberries, yogurt, cranberry juice, and SPLENDA(R) Granulated Sweetener in a blender until smooth, stopping to scrape down sides.
Pour into three glasses and serve immediately."
22,Banana Raspberry Smoothie,https://images.media-allrecipes.com/userphotos/250x250/992950.jpg,25,2 serving(s),"['1 large sliced ripe banana', '1 1/4 cups unsweetened frozen raspberries', '5 packets SPLENDA® No Calorie Sweetener', '1/2 cup 1% low-fat milk']","Place banana in freezer for 10 minutes or until slightly firm.
Process all ingredients in a blender until smooth, stopping to scrape down sides. Serve immediately."
23,Salmon and Swiss Chard Quiche,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F416007.jpg,80,1 - 10 inch quiche,"['2 tablespoons butter, divided', '¼ cup plain dried bread crumbs', '2 cups 2% milk', '8 ounces salmon fillets, skin removed', '⅓ cup chopped onion', '½ bunch Swiss chard, chopped', '½ teaspoon salt', '⅛ teaspoon ground black pepper', '½ teaspoon dried marjoram', '⅛ teaspoon ground nutmeg', '3 eggs']","Preheat the oven to 350 degrees F (175 degrees C). Butter a 10 inch pie plate using about 1 tablespoon of butter. Sprinkle bread crumbs into the pie dish and shake to coat evenly, discarding excess.
Pour the milk into a large saucepan and warm over medium heat. Add the salmon fillets and bring to a simmer. Cover and cook for about 10 minutes, or until salmon can be flaked with a fork.
Melt the remaining butter in a large skillet over medium heat. Add the onion and Swiss chard; cook and stir until tender and most of the liquid has evaporated. Season with salt, pepper, marjoram and nutmeg. Set aside to cool; you should have about one cup of chard and onion.
Spread the chard mixture and flake the salmon into the prepared pie plate. In a medium bowl, whisk together the eggs and one cup of cooled milk from poaching the salmon. Pour into the pie dish.
Bake for 35 minutes in the preheated oven, or until the center is set. Cool slightly before serving."
24,Diane Sauce,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4578164.jpg,12,12 servings,"['¾ cup canned tomato sauce', '¾ cup barbeque sauce', '¾ cup heavy cream', '1 ½ tablespoons Worcestershire sauce', '2 tablespoons crushed garlic']","In a saucepan, combine the tomato sauce, barbeque sauce, cream, Worcestershire sauce and garlic. Heat over medium-low setting, stirring, until it comes to a simmer. Allow to simmer for 10 minutes but do not let it boil."
25,Moroccan Spiced Sea Bass Ceviche,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F856044.jpg,200,6 servings,"['2 teaspoons harissa', '½ cup unsweetened coconut milk', '½ cup fresh lemon juice', '¼ cup fresh lime juice', '¼ cup fresh orange juice', '2 pounds Atlantic sea bass, diced', '¼ cup red onion, finely chopped', '1 teaspoon minced fresh ginger root', '2 tablespoons extra-virgin olive oil', '2 tablespoons chopped Moroccan preserved lemon', '1 tablespoon caraway seed, lightly toasted and then crushed', '½ teaspoon ground cumin', '2 tablespoons chopped fresh chervil', 'kosher salt to taste']","In a large glass or ceramic bowl, whisk together the Harissa, coconut milk, lemon juice, lime juice and orange juice. Add the sea bass, onion, ginger, olive oil, preserved lemon, caraway seed, cumin and chervil. Stir to blend, then press everything down so there is a layer of liquid covering the top.
Cover and refrigerate for at least 3 hours, or until the fish is opaque and white. Season with salt and add more harissa if desired before serving."
26,Pan Seared Salmon and Scallops with Macadamia-Cilantro Pesto,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3573836.jpg,40,8 servings,"['½ cup unsalted macadamia nut pieces', '1 cup packed fresh cilantro leaves', '½ cup chopped green onions', '3 tablespoons minced fresh ginger', '1 tablespoon minced garlic', '1 lemon, zested and juiced', '¾ cup macadamia nut oil, or more as needed', 'Kosher salt to taste', '4 tablespoons olive oil', '8 (6 ounce) salmon fillets, with skin', '16 large (U-10) scallops, tendon removed', 'kosher salt to taste']","Prepare macadamia-cilantro pesto by placing macadamia nuts, cilantro, green onion, ginger, garlic, lemon juice, lemon zest, and macadamia nut oil into the bowl of a blender. Puree until smooth, adding more oil if needed; season to taste with kosher salt.
Heat two very large skillets over medium-high heat with two tablespoons of oil each until smoking. Season the salmon and scallops to taste with kosher salt. Sear salmon fillets, meat-side down, until golden and crispy, about 5 minutes. Flip over, and cook on the skin-side 5 minutes to desired doneness. Place seared salmon onto serving plates, then sear the scallops until golden brown, 2 to 3 minutes per side.
To serve, spoon some of the macadamia-cilantro pesto over the salmon, and garnish with two seared scallop pieces."
27,Nana's Sausage Dinner,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F32879.jpg,35,2 servings,"['8 links pork sausage', '1 onion, chopped', '1 (10.75 ounce) can condensed tomato soup', '1 ½ cups mashed potatoes']",Set a deep skillet over medium heat and coat with cooking spray. Add sausages and cook until browned. Remove from the pan and set aside. Add the onion to the skillet; cook and stir until tender. Pour in the tomato soup and bring to a simmer. Return the sausages to the skillet and simmer in the soup for about 30 minutes. Serve over mashed potatoes.
28,Ginger-Scallion Crusted Salmon,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6525529.jpg,215,4 servings,"['2 tablespoons sesame oil', '2 tablespoons chopped fresh dill', '½ cup rice wine vinegar', '¼ cup mirin (Japanese rice wine)', '1 teaspoon white sesame seeds', '1 teaspoon black sesame seeds', '2 cucumbers, halved, seeded, and cut into very thin slices', '⅓ cup minced fresh ginger root', '4 green onions, thinly sliced', '4 cloves garlic, minced', '¼ cup peanut oil', '2 tablespoons peanut oil', '4 (8 ounce) center-cut salmon fillets', 'Kosher salt and freshly ground black pepper, to taste', '2 tablespoons honey', '2 tablespoons unsalted butter', '2 shallots, minced', '½ cup dry white wine', '3 tablespoons ponzu sauce', '½ cup heavy cream', '½ cup cold unsalted butter, cut into 1/2-inch pieces', 'Kosher salt to taste']","To make the cucumber salad, stir together sesame oil, dill, rice vinegar, mirin, and sesame seeds in a glass or plastic bowl; add cucumber, and toss until well coated. Cover, and refrigerate for 2 hours. Let sit at room temperature for 30 minutes before serving.
To prepare the ginger crust, stir together the ginger, green onions, and garlic in a sturdy, metal bowl; set aside. Heat 1/4 cup peanut oil in a small saucepan over high heat until it begins to smoke. Remove from heat, and carefully stir in the ginger mixture; set aside.
Preheat oven to 425 degrees F (220 degrees C).
Heat 2 tablespoons peanut oil in a large, ovenproof, nonstick skillet over medium-high heat. Season salmon fillets to taste with salt and pepper. Sear salmon until golden brown on both sides, 30 to 40 seconds per side. Transfer to a plate, and wipe excess oil from skillet. Spread honey over top of fillets, then evenly spread with reserved ginger crust.
Replace salmon into the skillet, and place into the oven. Bake until the center of the salmon turns opaque, 6 to 7 minutes.
Meanwhile, melt 2 tablespoons butter in a small saucepan over medium heat, stir in shallots, and cook until softened and translucent, about 2 minutes. Pour in white wine, then simmer until nearly evaporated. Add the ponzu sauce and heavy cream, reduce by 1/2. Remove from heat, then whisk in cold butter pieces until dissolved; season to taste with kosher salt.
To assemble the dish, season the cucumber salad to taste with salt. Divide the salad evenly onto four plates, spreading it out into a 4 to 5-inch circle. Drizzle the ponzu butter onto the bare area of the plate, around the cucumber salad. Place a salmon fillet, crust-side up, on top of the salad, and serve."
29,Pan Seared Tuna with Citrus-Herb Vinaigrette,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F685200.jpg,60,4 servings,"['½ cup olive oil', '1 tablespoon chopped fresh parsley', '¼ teaspoon red pepper flakes', '4 (6 ounce) fillets ahi (yellowfin) tuna steaks, sushi-grade if possible', '2 tablespoons red wine vinegar', '2 tablespoons fresh orange juice', '1 tablespoon fresh lemon juice', '1 ½ teaspoons fresh lime juice', '1 ½ teaspoons soy sauce', '1 shallot, chopped', '1 tablespoon chopped fresh parsley', '1 ½ teaspoons fresh thyme', '1 ½ teaspoons chopped fresh dill', '1 tablespoon honey', '1 teaspoon Dijon mustard', '½ jalapeno or serrano chili pepper, seeded and chopped', '1 ½ teaspoons minced ginger', '¾ cup olive oil', 'Kosher salt and fresh cracked pepper to taste', '48 haricots verts (thin, French green beans), trimmed', '16 baby carrots, greens trimmed to 1/4-inch', '16 grape or cherry tomatoes, halved', '16 Nicoise, Gaeta, or Kalamata olives, pitted and halved', '1 red onion, thinly sliced', '1 cup chervil sprigs']","Stir together 1/2 cup olive oil, 1 tablespoon parsley, and red pepper flakes. Toss tuna with marinade, and set aside to marinate for 30 minutes.
Pour vinegar, orange juice, lemon juice, lime juice, and soy sauce into the bowl of a blender. Add shallot, 1 tablespoon parsley, thyme, dill, honey, Dijon mustard, jalapeno, and ginger. Blend on high until smooth, then add 3/4 cups olive oil in a slow, steady stream with the blender running. Season to taste with salt and pepper, and set aside.
Bring a large pot of salted water to a boil over high heat. Fill another large container with half ice, half cold water, and set aside. Add the haricots verts to the boiling water, and cook until just tender, 35 to 40 seconds. Remove from the water, and immediately plunge into the ice water to cool. Next, blanch the carrots until just tender, about 1 1/2 minutes; chill in ice water until cold.
When the vegetables are cold, remove from the ice water and pat dry. Place into a large bowl, and toss with the halved tomatoes, olives, onion, and chervil; set aside.
Heat a heavy-bottomed skillet over high heat until very hot. Remove tuna steaks from marinade, and wipe off excess marinade. Season the tuna to taste with salt and pepper, then sear in hot skillet to desired doneness, about 1 minute per side for rare.
To assemble, toss the vegetable salad with enough dressing to lightly coat. Divide the salad among 4 plates, and place a seared tuna steak on top of each. Drizzle with additional dressing to serve."
30,Pirates' Pork Chops,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F61473.jpg,50,4 servings,"['1 tablespoon vegetable oil', '4 (3/4 inch) thick pork chops', '1 (15 ounce) can pineapple chunks with juice', '¼ cup golden syrup', '¼ cup ketchup', '½ teaspoon curry powder', '¼ teaspoon ground ginger', '½ teaspoon salt', '⅛ teaspoon ground black pepper', '3 tablespoons raisins']","Heat the oil in a large skillet over medium-high heat. Add the pork chops and fry on each side until browned, about 3 minutes per side. Pour in the liquid from the pineapple chunks, saving pineapple for later. Stir in the golden syrup and ketchup and season with curry powder, ginger, salt and pepper. Reduce heat to medium, cover and simmer for 30 minutes, or until pork chops are tender.
When the pork chops are tender, pour in the pineapple chunks and add the raisins. Heat through briefly, then serve."
31,Lemon Seafood Risotto,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F411491.jpg,55,6 servings,"['2 tablespoons olive oil', '1 large leek, cleaned and thinly sliced', '2 cloves garlic, minced', '1 cup Arborio rice', '2 cups low-sodium chicken broth, divided', '1 cup dry white wine', '½ pound bay scallops', '½ pound medium shrimp, peeled and deveined', '1 cup fresh snow peas, trimmed and halved crosswise', '1 medium red bell pepper, diced', '3 tablespoons grated Parmesan cheese', '2 teaspoons dried basil', '2 tablespoons lemon juice', 'ground black pepper to taste']","Heat olive oil in a large, heavy-bottomed saucepan over medium-low heat. Cook the leek and garlic until soft, about 5 minutes. Stir in the rice, and cook for 5 minutes more, stirring frequently.
Pour in 1 1/2 cups of the chicken broth, and bring to a boil over high heat, stirring occasionally. Reduce heat to medium-low, and simmer, uncovered for 5 minutes, continuing to stir. Pour in the remaining chicken broth and wine, increase heat to medium, and cook for about 5 more minutes, stirring constantly.
Add the scallops, shrimp, peas, and red pepper. Cook, stirring constantly, until the remaining liquid is almost absorbed, and the seafood has cooked, about 5 minutes. When the rice is just tender and slightly creamy, season with Parmesan cheese, basil, lemon juice, and pepper."
0,Red Fish Soup,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1121416.jpg,75,6 servings,"['1 (28 ounce) can tomato puree', '4 cups water', '1 bunch green onions, sliced', '2 tablespoons red pepper flakes, or to taste', '1 cup long grain white rice', '1 pound catfish fillets, cut into 1 inch pieces', 'salt and pepper to taste']","In a large pot, combine the tomato puree, water and green onions. Season with red pepper flakes. Set over medium heat and bring to a boil. Add rice and cook until tender, about 30 minutes. Add fish and simmer for 20 minutes. Season with salt and pepper."
1,Aloo Gobi,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7667872.jpg,65,6 servings,"['3 tablespoons vegetable oil, divided', '½ teaspoon cumin seed', '1 small onion, quartered and sliced', '2 serrano chile peppers, minced', '1 teaspoon ginger paste', '2 teaspoons ground coriander', '¼ teaspoon paprika', '½ teaspoon turmeric powder', '½ teaspoon cayenne pepper', '½ teaspoon garam masala', '2 medium baking potatoes, peeled and cut into 1 inch pieces', '1 teaspoon salt', '½ head cauliflower, cut into florets', '2 teaspoons lemon juice']","Heat 2 tablespoons of oil over medium-high heat in a large pot. Fry cumin seeds for a few seconds until they turn golden brown and begin to pop. Reduce heat to medium, stir in the onion, and cook until lightly browned. Stir in serrano pepper and ginger; fry for 1 minute. Season with coriander, paprika, turmeric, cayenne, and garam masala; cook for 30 seconds until fragrant.
Stir potatoes and salt into the pot, cover, and cook for 5 to 7 minutes. Add cauliflower, cover, and cook until cauliflower steams in its own juices until tender, about 20 minutes. Stir in lemon juice. Pour remaining 1 tablespoon of oil around the edges of the pot. Increase heat to medium-high and fry for 3 to 5 minutes to brown, stirring gently to avoid mashing the cauliflower."
2,Spinach Gnocchi with Gorgonzola Cream Sauce,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7615765.jpg,50,4 servings,"['2 eggs', '½ teaspoon salt', '⅛ tablespoon ground black pepper', '⅛ teaspoon ground nutmeg', '1 (16 ounce) container ricotta cheese', '1 (10 ounce) box frozen chopped spinach, thawed and squeezed dry', '1 ¼ cups all-purpose flour', '2 cups heavy cream', '3 tablespoons dry white wine', '1 teaspoon brandy extract', '1 pinch ground nutmeg to taste', '2 ounces crumbled Gorgonzola cheese', 'salt and pepper to taste']","Beat eggs with 1/2 teaspoon salt, 1/8 teaspoon pepper, and 1/8 teaspoon nutmeg in a large bowl. Mix in ricotta cheese and spinach until evenly blended. Continue mixing in the flour, 1/4 cup at a time until a soft dough forms. If the dough is still sticky, add an additional 1/4 cup of flour. Cover, and place into refrigerator.
Bring a large pot of lightly salted water to a boil over high heat. Divide the gnocchi dough into 4 pieces, and roll into 1/2 inch thick ropes on a floured surface. Slice each rope into 1/2 inch pieces. Gently boil the gnocchi until they float in the water, 3 to 4 minutes. Drain in a colander, and set aside.
Meanwhile, pour cream, wine, brandy extract, and 1 pinch of nutmeg into a saucepan. Bring to a simmer, then remove from heat and whisk in the Gorgonzola cheese; season to taste with salt and pepper. Toss the gnocchi with the Gorgonzola sauce, and serve immediately."
