,Title,Image,Total Time,Yields,Ingredients,Instructions
31,Chocolate Peanut Butter Swirl Fudge,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7430212.jpg,195,1.5 pounds,"['2 cups peanut butter chips', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk', '2 tablespoons butter or margarine', 'Dash salt', '1 teaspoon vanilla extract', '¼ cup semi-sweet chocolate chips']","In heavy saucepan, over low heat, melt peanut butter chips with 1 cup EAGLE BRAND®, butter and salt.
In small saucepan, over low heat, melt chocolate chips with remaining EAGLE BRAND®. Remove from heat; add vanilla extract. Stir until smooth.
Spread peanut butter mixture evenly into waxed paper lined 8- or 9-inch square pan. Spoon chocolate mixture over peanut mixture. With table knife or metal spatula, swirl through top of fudge. Chill 3 hours or until firm. Turn fudge onto cutting board; peel off paper and cut into squares. Store leftovers covered in refrigerator."
32,Layered Mint Chocolate Fudge,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F27327.jpg,140,1 3/4 pounds,"['2 cups semi-sweet chocolate chips', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk, divided', '2 teaspoons vanilla extract', '6 ounces white confectioners coating* or premium white chocolate chips', '1 tablespoon peppermint extract', '1 drop Green or red food coloring']","In heavy saucepan, over low heat, melt chocolate chips with 1 cup sweetened condensed milk; add vanilla. Spread half the mixture into wax-paper-lined 8- or 9-inch square pan; chill 10 minutes or until firm. Hold remaining chocolate mixture at room temperature.
In heavy saucepan, over low heat, melt white confectioners coating with remaining sweetened condensed milk (mixture will be thick). Add peppermint extract and food coloring (optional).
Spread on chilled chocolate layer; chill 10 minutes longer or until firm.
Spread reserved chocolate mixture on mint layer. Chill 2 hours or until firm. Turn onto cutting board; peel off paper and cut into squares. Store leftovers covered in refrigerator."
33,EAGLE BRAND® Peanut Butter Fudge,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4647514.jpg,140,2 1/4 pounds,"['1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk', '½ cup Jif® Creamy Peanut Butter', '2 (6 ounce) packages white chocolate squares or white baking bars, chopped', '¾ cup chopped peanuts', '1 teaspoon vanilla extract']","In heavy saucepan, heat sweetened condensed milk and peanut butter over medium heat until just bubbly, stirring constantly. Remove from heat. Stir in white chocolate until smooth. Immediately stir in peanuts and vanilla.
Spread evenly into wax paper lined 8-or 9-inch square pan. Cool. Cover and chill 2 hours or until firm. Turn fudge onto cutting board; peel off paper. Sprinkle with additional chopped peanuts if desired. Cut into squares. Store leftovers covered in refrigerator."
34,Rocky Road Candy,https://images.media-allrecipes.com/userphotos/250x250/977601.jpg,130,42 serving(s),"['2 cups semi-sweet chocolate chips', '2 tablespoons butter or margarine', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk (NOT evaporated milk)', '2 cups dry-roasted peanuts', '1 (10.5 ounce) package miniature marshmallows']","In heavy saucepan over low heat, melt chocolate chips and butter with EAGLE BRAND(R); remove from heat.
In large bowl, combine peanuts and marshmallows; stir in chocolate mixture. Spread in wax paper lined 13X9-inch baking pan. Chill 2 hours or until firm.
Remove from pan; peel off paper and cut into squares. Store loosely covered at room temperature."
35,Apple Custard Tart,https://images.media-allrecipes.com/userphotos/250x250/987219.jpg,45,8 serving(s),"['1 (15 ounce) package refrigerated unbaked pie crust', '1 1/2 cups sour cream', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk (NOT evaporated milk)', '1/4 cup frozen apple juice concentrate, thawed', '1 egg', '1 1/2 teaspoons vanilla extract', '1/4 teaspoon ground cinnamon', '2 medium all-purpose apples, cored, pared and thinly sliced', '1 tablespoon butter or margarine', 'Apple Cinnamon Glaze:', '1/3 cup frozen apple juice concentrate, thawed', '1 teaspoon ground cinnamon']","Let refrigerated pie crust stand at room temperature according to package directions. Preheat oven to 375 degrees F. On a floured surface, roll pie crust from the center to edge, forming a circle about 13 inches in diameter. Ease pastry into 11-inch tart pan with removable bottom. Trim pastry even with the rim of the pan. Place pan on baking sheet. Bake crust 15 minutes or until lightly golden.
In small bowl, with mixer, beat sour cream, EAGLE BRAND(R), apple juice concentrate, egg, vanilla and cinnamon until smooth. Pour into prepared pie crust. Bake 25 minutes or until center appears set when shaken. Cool 1 hour on wire rack.
In large skillet, cook apples in butter until tender-crisp. Arrange apples on top of pie; drizzle with Apple Cinnamon Glaze. Chill in refrigerator at least 4 hours. Store leftovers loosely covered in refrigerator.
Apple Cinnamon Glaze: In small saucepan, combine 1/3 cup frozen apple juice concentrate, thawed; 1 teaspoon ground cinnamon; mix well. Cook and stir over low heat until thickened and bubbly."
36,Banana Split Dessert Pizza,https://images.media-allrecipes.com/userphotos/250x250/987270.jpg,20,12 serving(s),"['1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk (NOT evaporated milk)', '1/2 cup sour cream', '6 tablespoons lemon juice, divided', '1 teaspoon vanilla extract', '1/2 cup butter or margarine, softened', '1/4 cup firmly packed brown sugar', '1 cup all-purpose flour', '3/4 cup chopped nuts', '3 medium bananas, sliced and divided', '1 (8 ounce) can sliced pineapple, drained and cut in half', '12 maraschino cherries, drained and patted dry', 'Additional chopped nuts for garnish', '1 (1 ounce) square semi-sweet chocolate', '1 tablespoon butter or margarine, softened']","Preheat oven to 375 degrees F. In medium bowl, combine EAGLE BRAND(R), sour cream, 4 tablespoons lemon juice and vanilla; mix well. Chill.
In large bowl, beat 1/2 cup butter and brown sugar until fluffy. Add flour and 3/4 cup nuts; mix well.
On lightly greased pizza pan or baking sheet, press dough into 12-inch circle, forming rim around edge. Prick with fork. Bake 10 to 12 minutes or until golden brown. Cool.
Arrange 2 sliced bananas on cooled crust. Spoon filling evenly over bananas. Dip remaining banana slices in remaining 2 tablespoons lemon juice; arrange on top along with pineapple, cherries and additional nuts.
In small saucepan, over low heat, melt chocolate with remaining 1 tablespoon butter; drizzle over pie. Chill thoroughly. Store leftovers covered in refrigerator."
37,Brownie Mint Sundae Squares,https://images.media-allrecipes.com/userphotos/250x250/986495.jpg,55,12 serving(s),"['1 (19.5 ounce) package Pillsbury® Classic Traditional Fudge Brownies', '3/4 cup coarsely chopped walnuts', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk', '2 teaspoons peppermint extract', '5 drops green food coloring (optional)', '2 cups whipping cream, whipped', '1/2 cup mini chocolate chips', ""3/4 cup Smucker's® Chocolate Fudge Spoonable Ice Cream Topping (optional)""]","Prepare brownie mix as package directs; stir in walnuts. Turn into aluminum-foil lined and greased 13x9-inch baking pan. Bake as directed. Cool thoroughly.
In large bowl, combine sweetened condensed milk, peppermint extract and food coloring (optional). Fold in whipped cream and chocolate chips. Spoon over brownie layer.
Cover; freeze 6 hours or until firm. To serve, lift from pan with foil; cut into squares. Serve with hot fudge sauce (optional). Freeze leftovers."
38,Salmon Deviled Eggs with Homemade Mayonnaise,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3929896.jpg,40,24 deviled eggs,"['2 egg yolks, room temperature', '1 clove garlic, pressed', '½ cup vegetable oil', '1 pinch salt and pepper to taste', '2 tablespoons red wine vinegar, or to taste', '12 eggs', '1 shallot, minced', '1 (6 ounce) can salmon, drained and flaked', '1 pinch salt and pepper to taste']","To make the mayonnaise, beat the egg yolks in a medium bowl with an electric mixer or hand blender. Slowly blend in the oil, one tablespoon at a time while mixing constantly. Continue to add oil until the consistency is a little thicker than regular mayonnaise. Pierce the garlic clove, and stir it around in the mixture until it releases its juice. Remove the garlic and season with salt and pepper. Mix in the red wine vinegar 1 teaspoon at a time. Go slow, this will thin the mayonnaise a bit.
Place the eggs in a large pot with enough water to cover. Bring to a boil, then simmer for 10 minutes. Remove from the heat, drain and cool. Peel off the shells, and cut eggs in half lengthwise. Remove the yolks, and place them into a medium bowl. Place the egg whites on a serving plate.
To the yolks, add shallot, salmon, 1/2 cup of the mayonnaise, salt and pepper. Mix until well blended. If the mixture seems dry, stir in more mayonnaise. Spoon into the egg white halves and chill or serve."
39,Chicken Garlic Pizza,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4272.jpg,35,6 servings,"['1 skinless, boneless chicken breast half', '2 tablespoons butter or margarine, softened', '2 cloves garlic, minced', '2 tablespoons chopped green onion', '½ teaspoon dried basil', '1 (10 ounce) can refrigerated pizza crust dough', '2 roma (plum) tomatoes, diced', '½ cup chopped fresh cilantro', '½ cup ricotta cheese', '¼ cup grated Parmesan cheese']","Place the chicken breast in a saucepan with enough water to cover. Bring to a boil, and cook until no longer pink, about 20 minutes. Drain and cool slightly, then cut into strips.
Meanwhile, in a small skillet over medium heat, melt the butter with garlic, onion and basil. Pour into a chilled dish to cool, and refrigerate until set.
Preheat the oven to 350 degrees F (175 degrees C).
Roll out the pizza dough, place onto a pizza pan or other baking sheet, and spread the herb butter over the surface using the back of a spoon. Arrange chicken on top, then dot with ricotta cheese. Top with tomato slices, cilantro and Parmesan cheese.
Bake for 15 to 20 minutes in the preheated oven, until crust is browned and center is cooked through."
40,Fruited Oatmeal Bars,https://images.media-allrecipes.com/userphotos/250x250/985777.jpg,60,36 serving(s),"['2 1/4 cups Pillsbury BEST® All Purpose Flour', '1 1/2 cups quick-cooking rolled oats', '1 1/4 cups packed brown sugar', '1/2 teaspoon baking soda', '1 cup cold butter or margarine', '1/2 cup chopped walnuts', '1 (9 ounce) package NONE SUCH® Condensed Mincemeat', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk']","Preheat oven to 350 degrees F. In large bowl, combine flour, oats, brown sugar and baking soda. Cut in butter until crumbly. Remove 3/4 cup of crumb mixture; stir in nuts and set aside. Firmly press remaining crumb mixture into a 13x9-inch baking pan.
Crumble mincemeat into medium saucepan; add sweetened condensed milk. Cook and stir over medium-low heat until thickened, about 5 minutes. Remove from heat.
Drop by small spoonfuls atop crust in pan; spread carefully to cover crust. Sprinkle with reserved crumb mixture; press down lightly.
Bake 40 minutes or until top is golden. Cool on wire rack. Cut into bars. Store loosely covered at room temperature."
41,Reduced Fat Black Forest Chocolate Cake,https://images.media-allrecipes.com/userphotos/250x250/979501.jpg,50,10 serving(s),"['1 (14 ounce) can EAGLE BRAND® Fat Free Sweetened Condensed Milk', '2/3 cup applesauce', '2/3 cup packed brown sugar', '2 large eggs', '1 large egg white', '1 3/4 cups Pillsbury BEST® All Purpose Flour', '3/4 cup unsweetened cocoa', '2 teaspoons baking powder', '2 teaspoons baking soda', '1/2 teaspoon salt', '1 cup boiling water', '1 cup semi-sweet chocolate chips', '1 (21 ounce) can cherry pie filling']","Heat oven to 350 degrees F. In medium bowl, combine sweetened condensed milk, applesauce, brown sugar, eggs and egg white; mix well.
In small bowl, combine dry ingredients; stir into milk mixture just until moistened. Gradually add water. Stir in chocolate chips. Pour into 12-cup fluted tube pan coated with non-stick cooking spray.
Bake 35 to 40 minutes or until tooth pick inserted near center comes out clean. Cool in pan 15 minutes; remove from pan. Cool for 30 minutes.
Spoon some of the pie filling over the cake. Slice cake and serve with remaining filling."
42,Light Citrus Cheesecake,https://images.media-allrecipes.com/userphotos/250x250/978232.jpg,60,12 serving(s),"['1 cup graham cracker crumbs', '1/4 cup sugar', '3 (8 ounce) packages low fat cream cheese (NOT tub cream cheese)', '2 tablespoons Pillsbury BEST® All Purpose Flour', '1 (14 ounce) can EAGLE BRAND® Fat Free Sweetened Condensed Milk', '2 teaspoons vanilla extract', '2 teaspoons grated lemon peel', '2 teaspoons grated orange peel', '3/4 cup egg substitute product, fat free, cholesterol free']","Preheat oven to 325 degrees F. Spray bottom of 9-inch springform pan with non-stick cooking spray. Combine graham cracker crumbs and sugar; sprinkle evenly on bottom of pan.
In large bowl, beat cream cheese until fluffy. Slowly add flour; mix well. On low speed, add sweetened condensed milk. Mix until smooth. Add vanilla, lemon and orange peel and egg substitute product; mix just until blended. Pour filling into pan.
Bake 40 to 45 minutes or until center is set. Cool 10 minutes; with thin knife, carefully loosen cheesecake from side of pan. Cool. Chill."
43,Lite Quick Chocolate Mousse,https://images.media-allrecipes.com/userphotos/250x250/982743.jpg,15,9 serving(s),"['1 (14 ounce) can EAGLE BRAND® Low Fat Sweetened Condensed Milk', '1 (4 serving size) package chocolate instant pudding mix', '1 cup cold water', '1 (8 ounce) container frozen light non-dairy whipped topping, thawed']","In large bowl, beat sweetened condensed milk, pudding mix and water; chill 5 minutes.
Fold in whipped topping. Spoon into serving dishes; chill. Garnish as desired. Store leftovers covered in refrigerator."
44,Lite Raspberry Mousse,https://images.media-allrecipes.com/userphotos/250x250/39361.jpg,20,12 serving(s),"['2 (10 ounce) packages frozen red raspberries in sugar, thawed and divided', '2 1/2 teaspoons cornstarch', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk', '2 tablespoons lemon juice', 'Red food coloring (optional)', '1 (8 ounce) container frozen lite non-dairy whipped topping, thawed']","In saucepan, combine 1 package undrained raspberries and cornstarch; cook and stir until thickened and clear. Chill.
In blender, combine remaining drained raspberries, sweetened condensed milk and lemon juice; blend until smooth. Place in bowl; stir in a small amount of food coloring (optional). Fold in whipped topping.
Spoon half the mousse mixture into dessert dishes; top with equal portions of raspberry sauce then remaining mousse mixture. Chill. Store leftovers covered in refrigerator."
45,Low Fat Moist Chocolate Brownies,https://images.media-allrecipes.com/userphotos/250x250/21189.jpg,30,18 serving(s),"['3/4 cup semi-sweet chocolate chips', '1 (14 ounce) can EAGLE BRAND® Low Fat Sweetened Condensed Milk (NOT evaporated milk)', '1/3 cup unsweetened cocoa powder', '4 egg whites', '1/3 cup all-purpose flour', '1 teaspoon baking powder', '1 teaspoon vanilla extract']","Preheat oven to 350 degrees F. Spray 13x9-inch baking pan with non-stick cooking spray.
In saucepan, over low heat, melt chocolate chips with EAGLE BRAND(R) and cocoa. In large bowl, combine chocolate mixture and remaining ingredients. Pour into prepared pan.
Bake 15 to 20 minutes or until center is set. Cool. Store tightly covered at room temperature."
46,Strawberry Swirl Cheesecake Bars,https://images.media-allrecipes.com/userphotos/250x250/976926.jpg,50,28 serving(s),"['1 (10 ounce) package frozen strawberries in syrup, thawed', '1 tablespoon cornstarch', '1 3/4 cups finely crushed cinnamon graham crackers', '1/4 cup butter or margarine, melted', '2 (8 ounce) packages cream cheese, softened', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk', '2 large eggs', '1/3 cup lemon juice', '1 teaspoon vanilla extract']","Heat oven to 350 degrees F. In blender container, blend strawberries until smooth. In saucepan, combine strawberry puree and cornstarch; cook and stir until thickened. Cool.
Combine graham crumbs and butter in small bowl; press firmly on bottom of greased 13x9-inch baking pan.
In large bowl, beat cream cheese until fluffy. Gradually beat in sweetened condensed milk until smooth. Add eggs, lemon juice and vanilla; mix well. Pour over crust.
Drop strawberry mixture by spoonfuls over batter. Gently swirl with a knife or spatula. Bake 25 to 30 minutes until center is set. Cool. Cut into bars. Chill. Store leftovers covered in refrigerator."
47,Reduced Fat Chocolate Cheesecake,https://images.media-allrecipes.com/userphotos/250x250/987271.jpg,55,10 serving(s),"['3/4 cup graham cracker crumbs', '1/4 cup sugar', '3 (8 ounce) packages fat-free cream cheese, softened', '1/3 cup unsweetened cocoa', '3 tablespoons flour', '3 egg whites', '1 (14 ounce) can EAGLE BRAND® Low Fat Sweetened Condensed Milk (NOT evaporated milk)', '1 egg', '1/4 cup semisweet chocolate chips, melted', '1 1/2 teaspoons vanilla extract']","Preheat oven to 300 degrees F. Spray bottom of 9-inch springform pan with non-stick cooking spray. Combine graham cracker crumbs and sugar; sprinkle evenly on bottom of pan.
In large bowl, beat cream cheese until fluffy. Mix in cocoa and flour. Add remaining ingredients; mix well. Pour into prepared pan.
Bake 40 to 50 minutes or until center is set. Cool. Chill. Garnish as desired. Store leftovers covered in refrigerator."
48,Raspberry Cheesecake Tart,https://images.media-allrecipes.com/userphotos/250x250/981969.jpg,40,8 serving(s),"['1/2 (15 ounce) package refrigerated unbaked pie crust', '1 (8 ounce) package cream cheese, softened', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk', '1 egg', '1 teaspoon vanilla extract', '1/2 teaspoon lemon zest', '1 cup frozen raspberries, thawed and drained']","Let pie crust stand at room temperature according to package directions. Preheat oven to 375 degrees F. On a floured surface, roll pie crust from center to edge, forming a circle about 13 inches in diameter. Ease pastry into 11-inch tart pan with removable bottom. Trim pastry even with rim of pan. Place pan on baking sheet. Bake crust 10 minutes or until lightly golden.
In large bowl, beat cream cheese until fluffy. Gradually add sweetened condensed milk; mix until smooth. Add eggs, vanilla and lemon rind; mix well. DO NOT OVERMIX.
Arrange raspberries on bottom of baked shell. Slowly pour filling over fruit. Bake 25 minutes or until center is almost set. Cool. Chill 1 hour. Store leftovers covered in refrigerator."
49,Southwestern Style Twice Baked Potatoes,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F664818.jpg,60,8 servings,"['4 baking potatoes', '½ onion, diced', '½ cup milk', 'salt and pepper to taste', '3 tablespoons butter', '1 green bell pepper, seeded and diced', '1 red bell pepper, seeded and diced', '2 jalapeno peppers, seeded and chopped', '1 tablespoon minced garlic', '2 cups shredded Cheddar cheese', '4 tablespoons bacon bits', '¼ cup sour cream']","Cook each potato in the microwave until tender enough to pierce with a fork, about 8 minutes. Allow potatoes to cool, then slice in half lengthwise.
Preheat the oven to 350 degrees F (175 degrees C).
Scoop out the centers of the potato halves, leaving about 1/2 inch of potato in the skin to keep its shape. Place skins on a greased baking sheet and place the scoopings into a bowl. Mash the potato in the bowl with milk, salt, pepper and butter until smooth, or as smooth as you prefer. Stir in the green and red peppers, jalapeno and garlic until evenly distributed. Mound the mixture into the potato skins. Sprinkle cheese and bacon bits over the top.
Bake for 15 minutes in the preheated oven, or until the cheese is starting to toast."
0,"Asparagus, Feta and Couscous Salad",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F810069.jpg,30,4 servings,"['2 cups couscous', '1 bunch fresh asparagus, trimmed and cut into 2-inch pieces', '8 ounces grape tomatoes, halved', '6 ounces feta cheese, crumbled', '3 tablespoons balsamic vinegar', '2 tablespoons extra-virgin olive oil', 'Black pepper, to taste']","Cook couscous according to package instructions. Put aside and allow to cool slightly.
Meanwhile, place asparagus in a steamer over 1 inch of boiling water, and cover. Cook until tender but still firm, about 2 to 6 minutes. Drain and cool.
Toss the asparagus, tomatoes, and feta with couscous. Add the olive oil, balsamic vinegar, and black pepper and toss to incorporate."
1,Rose Petal Sauce for Hens,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fwww.allrecipes.com%2Fimg%2Fmisc%2Fog-default.png,20,6 servings,"['1 ½ tablespoons unsalted butter', '4 cloves garlic, minced', '1 pinch salt and freshly ground black pepper', '¾ teaspoon ground anise seed', '3 prickly pears (cactus fruit), peeled and chopped', ""12 red or pink organic roses' petals"", '1 cup chopped walnuts', '3 cups chicken broth, or as needed', '2 tablespoons honey, or to taste']","Melt the butter in a saucepan over low heat. Add garlic, and saute until fragrant, 2 or 3 minutes. Season with salt, pepper and anise, and cook for another minute to blend the flavors.
In the container of a blender or food processor, combine the prickly pears, rose petals (reserving a few for garnish) and walnuts. Pour in just enough broth to cover. Cover, and process until smooth.
Pour the rose petal mixture into the saucepan with the garlic. Cook over medium heat for about 10 minutes, stirring gently. If the sauce is too thick, add more broth as needed. Mix in the honey, then taste and adjust seasoning with more salt and pepper or anise if desired. Serve poured over poultry, garnishing with a few rose petals."
2,Best Ever Caramel Apple Crisp,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3943580.jpg,100,12 servings,"['5 large Granny Smith apples - peeled, cored, and thinly sliced', '½ cup white sugar', '1 tablespoon all-purpose flour', '½ teaspoon ground cinnamon', '1 tablespoon lemon juice', '¼ cup water', '1 ½ cups all-purpose flour', '1 cup brown sugar', '1 cup quick cooking oats', '1 cup butter, softened', '1 (14 ounce) package individually wrapped caramels, unwrapped', '1 (5 ounce) can evaporated milk']","Preheat oven to 350 F (175 degree C).
In a medium size bowl, toss apples with sugar, flour, cinnamon, lemon juice, and water; spread evenly into a 8x8 inch pan. In another bowl, mix together flour, brown sugar, oats, and butter; spoon mixture evenly over apples.
In a heavy sauce pan over low heat, melt the caramels with the evaporated milk. Heat , stirring frequently, until mixture has a smooth consistency. Drizzle the caramel sauce over the top of the crumble.
Bake in preheated oven for about 45 minutes (apple mixture will bubble and topping will be golden brown)."
3,D's Whole Wheat Challah,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7983297.jpg,230,1 loaf,"['2 (.25 ounce) packages active dry yeast', '1 cup warm water (100 degrees F or 38 degrees C)', '½ cup granular no-calorie sucralose sweetener (such as Splenda®)', '½ cup butter at room temperature', '2 teaspoons salt', '3 eggs', '2 cups whole wheat flour', '2 cups all-purpose flour', '½ cup rolled oats, slightly crushed', '1 egg, beaten']","Mix the yeast and water together in a large bowl, and let stand until a creamy layer forms on top, about 5 minutes. Beat in 3 eggs, sweetener, butter, whole wheat flour, all-purpose flour, and rolled oats. Turn the dough out onto a floured surface, and knead until smooth and elastic, 5 to 10 minutes.
Form the dough into a compact round shape, and place in an oiled bowl. Turn the dough over several times in the bowl to oil the surface of the dough, cover the bowl with a damp cloth, and let rise in a warm area until doubled in size, about 2 hours.
Punch down the dough, and cut into 3 equal-size pieces. Working on a floured surface, roll the dough pieces into ropes about the thickness of your thumb and about 12 inches long. Ropes should be fatter in the middle and thinner at the ends. Pinch 3 ropes together at the top and braid them. Starting with the strand to the right, move it to the left over the middle strand (that strand becomes the new middle strand.) Take the strand farthest to the left, and move it over the new middle strand. Continue braiding, alternating sides each time, until the loaf is braided, and pinch the ends together and fold them underneath for a neat look. Place the braided challah on a baking sheet lined with parchment paper. Cover the loaf with a dry cloth, and let rise in a warm spot until doubled, about 1 hour.
Preheat oven to 350 degrees F (175 degrees C).
Brush the loaf with 1 beaten egg, and bake in the preheated oven until golden brown, 30 to 40 minutes. Let cool before slicing."
4,Clam Bake,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8142118.jpg,65,4 servings,"['8 medium red potatoes, scrubbed', '1 pound clams in shell, scrubbed', '1 pound mussels, cleaned and debearded', '½ pound unpeeled large shrimp', '1 (48 fluid ounce) can chicken broth', '¼ cup dry vermouth', '1 ½ cups butter, divided', '1 loaf French bread']","Place a potatoes in a layer in the bottom of a large pot. Cover with a layer of clams, then mussels, and finally the shrimp. Pour in the vermouth and enough chicken broth to fill the pot halfway. You may not need all of the broth, depending on the size of your pot. Cut a half cup of the butter into cubes and place on top of the seafood. Cover with a lid, and seal tightly with aluminum foil.
Bring to a boil, then simmer over medium-low heat for 45 minutes. Remove from the heat, and carefully remove the foil and lid. Remove the seafood and potatoes from the liquid and serve on a large platter, family-style.
Melt 1/2 cup of reserved butter, and divide into 4 individual dishes for dipping. Serve with French bread and remaining softened butter for the bread."
5,North Indian Nepali Curry Dumplings,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3126766.jpg,80,8 servings,"['2 tablespoons olive oil', '1 clove garlic, chopped', '1 onion, sliced', '1 tomato, diced', 'salt and black pepper to taste', '1 pinch cayenne pepper, or to taste', '1 tablespoon chopped fresh cilantro', '1 pound ground pork', '1 bunch cilantro, chopped', '1 onion, chopped', '1 bunch green onions, chopped', '1 tablespoon garam masala', '1 teaspoon curry powder', '2 cloves garlic, chopped', '1 teaspoon ginger paste', 'salt and black pepper to taste', '2 (10 ounce) packages round dumpling wrappers']","To make the dipping sauce, heat the olive oil in a skillet over medium heat. Stir in 1 clove of garlic and the chopped onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Stir in the tomato, salt, pepper, and cayenne pepper. Cover and reduce heat to low and continue cooking for 15 minutes. Remove from heat and stir in 1 tablespoon cilantro. Pour sauce into a blender and carefully blend until smooth. Cover and refrigerate until ready to use.
Combine the ground pork, 1 bunch of cilantro, chopped onion, green onions, garam masala, curry powder, 2 cloves of garlic, ginger paste, salt, and pepper in a large bowl. Place a heaping teaspoon of the pork mixture in the center of a dumpling wrapper. Moisten the edge of the wrapper with a few drops of water. Fold the dumpling in half into a half moon shape. Repeat with the remaining dumplings.
Place a steamer insert into a saucepan, and fill with water to just below the bottom of the steamer. Cover, and bring the water to a boil over high heat. Add the dumplings, recover, and steam until cooked through, about 15 minutes. Serve with the dipping sauce."
6,Stew Beef Sauerbraten,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4460075.jpg,40,4 servings,"['2 tablespoons shortening', '2 pounds cubed beef stew meat', '5 cups water', '1 cup white vinegar', '1 teaspoon browning sauce', '3 bay leaves', 'salt and pepper to taste', '½ cup water', '2 tablespoons all-purpose flour']","Melt the shortening in a pressure cooker pot over medium-high heat. Add the stew beef; cook, turning occasionally, until the outside is browned. Pour in the water, vinegar and browning sauce. Add the bay leaves and season with salt and pepper to taste.
Close the lid on the pressure cooker and bring to full pressure. Adjust the heat as needed. Once the pot comes to full pressure, cook for 15 minutes. Remove from the heat and release the pressure according to the manufacturer's instructions. While the pressure is releasing, mix together the flour and 1/2 cup of water in a cup. Pour this into the pressure cooker, and cook over medium-high heat, stirring frequently, until thickened."
7,Slow Cooker Chicken Alfredo,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1460153.jpg,255,6 servings,"['4 skinless, boneless chicken breast halves - cubed', '2 (16 ounce) jars Alfredo pasta sauce', '4 slices Swiss cheese', '3 tablespoons grated Parmesan cheese', '1 teaspoon garlic powder', 'salt and pepper to taste']","In the crock of a slow cooker, stir together the chicken cubes and Alfredo sauce. Cover, and cook on Low for 2 hours. Add Parmesan cheese and Swiss cheese; cover and cook for another 30 minutes, or until chicken is cooked through. Season with garlic powder, salt and pepper and stir in cheeses before serving."
8,Winter Vegetable Hash,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F707859.jpg,50,6 servings,"['3 tablespoons olive oil', '2 tablespoons butter', '1 pound Yukon Gold potatoes, diced', '½ pound fresh shiitake mushrooms, diced', '1 red bell pepper, diced', '1 small acorn squash, diced', '1 shallot, finely chopped', '2 teaspoons garlic powder', '1 pinch salt', '1 pinch ground black pepper', '1 cup chopped kale', '4 sprigs fresh sage']","Place oil and butter in a large skillet over medium heat. Melt butter and mix in potatoes, mushrooms, pepper, squash, and shallot. Season with garlic powder, salt, and pepper. Cook 25 minutes, stirring occasionally, until potatoes are tender.
Mix kale and sage into skillet. Continue cooking 5 minutes, until kale is wilted. Serve and enjoy!"
